url,domain,page_type,source_platform,channel_group,surface_type,word_count,title,title_length,meta_description_present,h1_count,h2_count,h3_count,image_count,table_count,ul_count,ol_count,faq_heading_present,any_schema_present,faq_schema_present,schema_types,internal_link_count,external_link_count,brand_mentions,brand_density_per_1000_words,numeric_stat_count,year_mentions,last_updated,fact_sentence_count,fact_density_score,bofu_phrase_score,is_client_domain,fetch_status
"https://chayabraun.com/cake-smash-birthday-photos/#:~:text=Chaya%20Braun%20Photography%20is%20a%20premier%20baby,to%20read%20about%20Cake%20Smash%20Birthday%20Photos.",chayabraun.com,unknown,website,organic-site,organic,1547,Cake Smash Birthday Photos - Chaya Braun Photography,52,true,1,1,0,27,0,6,0,false,true,false,Article|BreadcrumbList|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,2,22,5,3.23,2,1,,2,4.52,3,false,ok
"https://www.katrinaviancaphotography.com/#:~:text=Child%20and%20Family%20Photographer%20based%20in%20Howard,cherish%20forever.%20Cake%20smashes%2C%20family%2C%20milestone%20photography.",katrinaviancaphotography.com,homepage,website,organic-site,organic,42452,"Family, Cake Smash, &  Milestone Photographer | Howard County MD | Katrina Vianca Photography",93,true,2,3,2,25,0,5,0,false,true,false,LocalBusiness|PostalAddress|WebSite,0,24,5,0.12,22,89,,29,2.05,2,false,ok
https://www.elishevakutner.com/post/a-1-year-old-cake-smash-session-with-baltimore-photographer,elishevakutner.com,unknown,website,organic-site,organic,55600,1 Year Old Cake Smash Session | Elisheva Kutner | Baltimore MD,62,true,1,1,0,17,0,7,0,false,true,false,BlogPosting|ImageObject|Organization|Person|itemPage,0,71,3,0.05,9,120,,9,0.56,6,false,ok
"https://sarahmichelephotography.com/baltimore-family-photographer-alvarez-cake-smash/#:~:text=Cake%20Smash%20birthday%20session%20captured%20in%20the,by%20Baltimore%20Family%20Photographer%20Sarah%20Michele%20Photography.",sarahmichelephotography.com,unknown,website,organic-site,organic,736,"Baltimore Family Photographer | Alvarez Cake Smash - Sarah Michele Photography | Annapolis, Baltimore, Newborn, Child, and Family Photographer.",143,true,1,1,5,18,1,8,0,false,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,5,55,0,0.0,4,2,2025-05-13,5,20.38,2,false,ok
"https://www.elishevakutner.com/cakesmash#:~:text=Studio%20and%20In%2Dhome%20Cake,moment%20deserves%20to%20be%20captured.",elishevakutner.com,unknown,website,organic-site,organic,34694,Cake Smash Photos | Baltimore Maryland Photography | Elisheva Kutner,68,true,10,5,0,18,0,3,0,false,true,false,AggregateRating|BreadcrumbList|ContactPoint|GeoCoordinates|ListItem|LocalBusiness|Organization|Person|PostalAddress|ProfessionalService|Rating|Review|Service,0,45,6,0.17,18,145,,26,2.16,5,false,ok
"https://chayabraun.com/cake-smash-session-purple-and-gold/#:~:text=There's%20something%20absolutely%20extraordinary%20about,session%20%E2%80%94%20enjoy%20these%20sweet%20photos!",chayabraun.com,unknown,website,organic-site,organic,1321,Cake Smash Session! - Chaya Braun Photography,45,true,1,1,0,14,0,6,0,false,true,false,Article|BreadcrumbList|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,2,25,4,3.03,2,1,,2,5.3,3,false,ok
"http://sweetblissphoto.com/cake-smash-1#:~:text=Sweet%20Bliss%20Photography%20in%20Abingdon%2C%20Maryland%20offers,birthday%20party%20*%20About%201.5%2D2%20months%20out",sweetblissphoto.com,blog-article,website,organic-site,organic,1097,"Maryland Newborn Photographer | Sweet Bliss Photography | Baltimore Family, child, Harford County - Cake Smash",110,false,1,7,2,9,0,9,0,false,true,false,LocalBusiness|Organization|WebSite,42,6,16,14.59,8,32,2026-03-22,13,31.91,3,false,ok
https://www.instagram.com/reel/DIuSbiiS_9e/,instagram.com,social-post,website,social-community,social,8455,Instagram,9,false,0,0,0,2,0,0,0,false,false,false,,0,0,5,0.59,1,0,,1,0.35,1,false,ok
https://www.chelsiemaurerphotography.com/one-year-cake-smash-pricing,chelsiemaurerphotography.com,service-page,website,organic-site,organic,3368,One Year | Cake Smash — Chelsie Maurer Photography,50,false,1,1,9,6,0,0,0,true,true,false,ContactPoint|GeoCircle|GeoCoordinates|LocalBusiness|Organization|PostalAddress|WebSite,67,2,3,0.89,10,1,,12,11.28,6,false,ok
"https://mommyconnections.ca/regina/2020/11/16/cake-smash-time-what-to-expect-guest-blogger/#:~:text=If%20you%20are%20thinking%20about%20doing%20a,and%20ensures%20your%20needs%20can%20be%20met!",mommyconnections.ca,unknown,website,organic-site,organic,1823,Cake Smash Time! What to Expect- Guest Blogger,46,false,2,2,5,15,0,16,0,false,false,false,,1,71,0,0.0,3,2,,9,10.42,3,false,ok
https://www.instagram.com/reel/C92gnwJuXhS/,instagram.com,social-post,website,social-community,social,8455,Instagram,9,false,0,0,0,2,0,0,0,false,false,false,,0,0,5,0.59,1,0,,1,0.35,1,false,ok
"https://kimwhipps.com/baltimore-newborn-photographer#:~:text=Baltimore%20newborn%20photographer%20SERVING%20Maryland,have%20it%20any%20other%20way.",kimwhipps.com,directory-listing,website,organic-site,organic,22778,"Baltimore  Newborn Photographer, Natural Family Photography",59,true,3,37,43,178,0,0,0,false,false,false,,93,13,0,0.0,9,3,,19,2.02,4,false,ok
"https://chayabraun.com/#:~:text=Baltimore%20Newborn%20Photography%2C%20Baby%20Photographer,beautiful%20artwork%20on%20their%20walls.",chayabraun.com,homepage,website,organic-site,organic,2268,"Baltimore Newborn Photography, Baby Photographer - Chaya Braun",62,true,2,11,1,18,0,5,0,false,true,false,BreadcrumbList|EntryPoint|GeoCoordinates|ImageObject|ListItem|LocalBusiness|OpeningHoursSpecification|Organization|PostalAddress|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,3,34,8,3.53,4,3,,17,14.55,7,false,ok
"https://www.elishevakutner.com/baltimore-md-photographer#:~:text=As%20a%20trusted%20Baltimore%20maternity,designed%20to%20enhance%20your%20home",elishevakutner.com,blog-article,website,organic-site,organic,28520,"Baltimore Baby, Milestones and Family Photographer - Elisheva Kutner",68,true,2,4,4,15,0,4,0,false,true,false,AggregateRating|ImageObject|Person|Product|ProfessionalService|Rating|Review|Service,0,47,8,0.28,2,111,,2,0.25,4,false,ok
"https://www.elishevakutner.com/baby#:~:text=Milestone%20and%20First%20Birthday%20Photography,and%20milestones%20as%20they%20grow.&text=Custom%20Session%20Design:%20Each%20session,included%20for%20cake%20smash%20sessions.",elishevakutner.com,unknown,website,organic-site,organic,1336,,0,false,0,0,0,0,0,0,0,false,false,false,,0,0,0,0.0,1,0,,1,2.25,1,false,ok
https://kimwhipps.com/,kimwhipps.com,homepage,website,organic-site,organic,16111,"Baltimore  Family Photographer, Kim Whipps",42,true,3,25,33,24,0,0,0,false,false,false,,62,11,0,0.0,5,3,,11,1.61,5,false,ok
"https://jholseyphotography.com/baltimore-newborn-photographer#:~:text=Baltimore%20Newborn%20Photographer%20%7C%20J%20Holsey,convenience%20of%20a%20studio%20setting.",jholseyphotography.com,directory-listing,website,organic-site,organic,21951,Baltimore Newborn Photographer | J Holsey Photography,53,true,1,6,7,112,0,0,0,true,false,false,,56,6,2,0.09,6,5,,31,2.64,6,false,ok
https://www.tashasojkaphotography.com/newbornphotography,tashasojkaphotography.com,directory-listing,website,organic-site,organic,108245,"Newborn Photographer in Cockeysville, MD | Tasha Sojka Photography",66,true,8,4,14,70,0,6,0,false,false,false,,0,35,3,0.03,62,128,,91,2.4,4,false,ok
"https://rebeccawyattphotography.com/maryland-newborn-photography-sessions#:~:text=I%20also%20know%20you%20have,money%20will%20be%20well%20spent.&text=%2D%20exceptional%2C%20high%20quality%20print%20&,and%20wall%20gallery%20design%20services.",rebeccawyattphotography.com,blog-article,website,organic-site,organic,709,Maryland Newborn Photographer — Modern Newborn & Family Photographer Rebecca Wyatt,82,true,1,0,1,33,0,0,0,false,true,false,LocalBusiness|Organization|WebSite,40,3,1,1.41,4,1,,10,32.44,3,false,ok
"https://www.daninaphotography.com/newborn-photography-cost/#:~:text=On%20average%2C%20expect%20to%20spend,that%20go%20into%20creating%20them.",daninaphotography.com,blog-article,website,organic-site,organic,3014,Newborn Photography Cost - Transparent Pricing Guide,52,true,1,7,13,3,0,10,0,false,true,false,BlogPosting|ImageObject|Organization|Person|ProfessionalService|WebPage|WebSite,1,24,2,0.66,15,0,,19,19.24,7,false,ok
"https://wp.sugarloafphotographs.com/wild-one-first-birthday-cake-smash-baltimore-photographer/#:~:text=Sugarloaf%20Photography%20serves%20Bel%20Air,Sugarloaf%20Photography",wp.sugarloafphotographs.com,unknown,website,organic-site,organic,7708,Wild One First Birthday Cake Smash - Baltimore Photographer - Sugarloaf Photography,83,false,1,0,4,17,0,14,0,false,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,16,39,6,0.78,2,3,,4,1.3,6,false,ok
"https://marybosotu.com/2020/01/06/kenzie-turns-1-baltimore-first-birthday-photography-session/#:~:text=There%20are%20many%20first%20birthday%20photographers%20in,albums%20*%20Large%20prints%20*%20Digital%20images",marybosotu.com,directory-listing,website,organic-site,organic,9348,Baltimore First Birthday Photography Session / Cake Smash,57,true,2,5,6,16,0,0,0,false,true,false,AggregateRating|Article|BreadcrumbList|CommentAction|EntryPoint|GeoCoordinates|ImageObject|ListItem|LocalBusiness|Offer|OfferCatalog|OpeningHoursSpecification|Organization|Person|PostalAddress|ProfessionalService|PropertyValueSpecification|ReadAction|SearchAction|Service|WebPage|WebSite,60,32,2,0.21,4,1,,7,1.93,4,false,ok
"https://www.elishevakutner.com/cakesmash#:~:text=EKP%20offers%20first%20birthday%20sessions,Cake%20Smash%20Milestone%20Sessions",elishevakutner.com,unknown,website,organic-site,organic,34694,Cake Smash Photos | Baltimore Maryland Photography | Elisheva Kutner,68,true,10,5,0,18,0,3,0,false,true,false,AggregateRating|BreadcrumbList|ContactPoint|GeoCoordinates|ListItem|LocalBusiness|Organization|Person|PostalAddress|ProfessionalService|Rating|Review|Service,0,45,6,0.17,18,145,,26,2.16,5,false,ok
https://www.elishevakutner.com/baby,elishevakutner.com,unknown,website,organic-site,organic,1336,,0,false,0,0,0,0,0,0,0,false,false,false,,0,0,0,0.0,1,0,,1,2.25,1,false,ok
"https://rebeccaleighphotograph.com/milestones-studio-sessions/ellicott-city-baby-photographer/#:~:text=Print%20your%20images%20in%20a,start%20to%20a%20finished%20product.",rebeccaleighphotograph.com,blog-article,website,organic-site,organic,6591,Ellicott City Baby Photographer | Rebecca Leigh Photography Instagram-color,75,true,1,7,5,22,0,0,0,false,true,false,BlogPosting|BreadcrumbList|GeoCoordinates|ImageObject|ListItem|LocalBusiness|Organization|Person|Place|PostalAddress|WebPage|WebSite,15,18,4,0.61,5,6,,12,4.25,4,false,ok
"https://chanamirelphotography.com/#:~:text=Baltimore%20Newborn%20&%20Family%20Photographer,photographer%20in%20the%20Baltimore%20area.",chanamirelphotography.com,homepage,website,organic-site,organic,1549,Chana Mirel Photography | Baltimore Newborn Photographer – Capturing your families milestones with love,103,false,1,5,0,3,0,8,0,false,false,false,,0,37,2,1.29,2,1,,5,7.1,3,true,ok
https://anakoskaphotography.com/photo/photography/milestone/,anakoskaphotography.com,unknown,website,organic-site,organic,5204,"Milestone Photography | Baltimore, Maryland | Ana Koska Photography",67,true,1,7,0,18,0,19,0,false,true,false,Article|BreadcrumbList|GeoCoordinates|ImageObject|ListItem|Organization|Person|Place|PostalAddress|ProfessionalService|WebPage|WebSite,19,96,8,1.54,3,1,,4,2.31,5,false,ok
"https://www.winniebrucephotography.com/newborn-story/#:~:text=Grow%20with%20Me%20Plans%20%E2%80%93%204000.00,your%20maternity%20session%20as%20well.",winniebrucephotography.com,unknown,website,organic-site,organic,2776,"Baltimore, MD Washington DC Family, Newborn, High School Senior, Birth, Maternity Photographer",94,true,11,0,1,15,0,2,0,false,true,false,BreadcrumbList|EntryPoint|ImageObject|ListItem|Organization|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,0,17,3,1.08,25,2,,53,46.47,7,false,ok
"https://rebeccaleighphotograph.com/baltimore-newborn-photographer/#:~:text=Investment%20&%20Details,Your%20baby!",rebeccaleighphotograph.com,blog-article,website,organic-site,organic,14682,Baltimore Newborn Photographer : Rebecca Leigh Photography Instagram-color,74,true,1,12,23,143,0,1,0,true,true,false,Article|BreadcrumbList|GeoCoordinates|ImageObject|ListItem|LocalBusiness|Organization|Person|Place|PostalAddress|WebPage|WebSite,41,39,0,0.0,10,2,,26,4.02,7,false,ok
"https://www.melissabriggsphotography.com/cakesmash/#:~:text=When%20to%20Book%20Your%20Cake%20Smash%20Photography,Worcester%20at%20least%204%E2%80%936%20weeks%20in%20advance.",melissabriggsphotography.com,blog-article,website,organic-site,organic,9992,Cake Smash Photographer in Worcester & Central Massachusetts,60,true,1,6,4,25,0,7,0,false,true,false,WebPage,31,2,0,0.0,4,1,,11,2.4,4,false,ok
"https://saraphotography.com.au/first-birthday/#:~:text=To%20ensure%20your%20images%20are%20ready%20for,time%2C%20please%20reach%20out%20well%20in%20advance.",saraphotography.com.au,blog-article,website,organic-site,organic,5560,first birthday - Sara Photography,33,true,0,11,8,37,0,11,0,false,true,false,BreadcrumbList|EntryPoint|ImageObject|ListItem|Organization|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,2,81,11,1.98,5,5,,10,4.5,4,false,ok
"https://www.caitkramer.com/patterson-park-family-and-pet-mini-sessions-baltimore-family-mini-session-photographer/#:~:text=$200%20+%206%25%20MD%20sales%20tax,and%20BOOK%20YOUR%20SESSION%20HERE!",caitkramer.com,unknown,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
"https://www.caitkramer.com/family-mini-sessions-in-baltimore-mini-session-recap/#:~:text=Cait%20Kramer%20is%20a%20family%20photographer%20in,*%20**Golden%20hour%20glow**%20*%20**Fall%20foliage**",caitkramer.com,unknown,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
"https://www.karenrainier.com/minisessions#:~:text=Karen%20Rainier%20Photography%20%7C%20Maryland%20Photographer,to%20display%20on%20your%20walls.",karenrainier.com,unknown,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
"https://www.facebook.com/brittanyhalephotography/#:~:text=%F0%9F%AA%A9%20HAPPY%20NEW%20YEAR%20%F0%9F%AA%A9,%F0%9F%A4%8D",facebook.com,unknown,facebook,social-community,social,,,,,,,,,,,,,,,,,,,,,,,,,,false,error: HTTPError
"https://brittanydunbarphotography.com/mini-sessions#:~:text=Brittany%20Dunbar%20Photography%20offers%20mini%20sessions%20in,greenhouse**%20*%20**Summer%20campfire**%20*%20**Urban%20foliage**",brittanydunbarphotography.com,blog-article,website,organic-site,organic,10253,Baltimore Photographers | Family Photographer Maryland,54,true,4,0,27,42,0,3,0,true,false,false,,45,11,2,0.2,17,6,,24,6.83,6,false,ok
"https://www.lisarobin.com/mini#:~:text=2026%20Baltimore%20Mini%20Sessions%20%7C%20Family,book%20here",lisarobin.com,unknown,website,organic-site,organic,20870,"2026 Baltimore Mini Sessions | Family, Maternity & Couples Photography",70,true,0,2,0,14,0,7,0,false,false,false,,0,38,2,0.1,11,48,,12,1.92,5,false,ok
https://www.alisondunnphotography.com/mini-sessions/,alisondunnphotography.com,service-page,website,organic-site,organic,21212,Montgomery County Maryland Mini Sessions | Alison Dunn Photography,66,true,2,10,16,4,0,7,0,false,true,false,EntryPoint|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,34,37,28,1.32,8,33,,12,1.6,5,false,ok
"https://www.shootproof.com/blog/book-more-mini-sessions-with-email-templates-shootproof/#:~:text=Gorgeous%20autumn%20colors%2C%20sweater%20weather%2C%20cute%20themes,book%20more%20clients%20and%20land%20more%20sales.",shootproof.com,blog-article,website,organic-site,organic,10240,Book More Mini Sessions with These Helpful Email Templates | ShootProof Blog,76,true,1,13,7,19,0,22,0,false,true,false,Article|BreadcrumbList|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|QuantitativeValue|ReadAction|SearchAction|WebPage|WebSite,56,129,35,3.42,12,7,,13,4.2,9,false,ok
"https://www.nicolajanephotography.com/minisessions#:~:text=Mini%20sessions%20are%20a%20great%20way%20to,like%20Valentine's%20Day%2C%20Easter%2C%20Halloween%20and%20Christmas.",nicolajanephotography.com,unknown,website,organic-site,organic,2141,Mini Sessions — Newborn Photographer - Parker CO,48,true,0,1,0,13,0,0,0,false,true,false,LocalBusiness|Organization|WebSite,69,16,2,0.93,2,1,,3,3.74,6,false,ok
"https://www.kristalbeanphotography.com/heres-how-much-newborns-change-from-24-hours-to-12-weeks-old#:~:text=Honestly%2C%20this%20comes%20down%20to%20two%20factors:,heavy%20eyelids%20that%20babies%20just%20can't%20fight!",kristalbeanphotography.com,directory-listing,website,organic-site,organic,7563,These photos will help you decide when to schedule your newborn photos!,71,true,1,5,16,64,0,7,0,false,false,false,,10,43,43,5.69,8,23,,15,5.02,6,false,ok
https://kristinbrockmanphotography.com/when-to-take-newborn-photos/,kristinbrockmanphotography.com,blog-article,website,organic-site,organic,6915,When to Take Newborn Photos - Kristin Brockman Photography,58,true,1,4,15,37,0,9,0,false,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,0,47,13,1.88,4,3,2023-10-16,32,8.1,5,false,ok
https://arcadianphotography.com/pros-and-cons-of-newborn-photos-at-1-month/,arcadianphotography.com,unknown,website,organic-site,organic,16715,Pros and Cons of Newborn Photos at 1 Month | Arcadian Photography Instagram-color Facebook Copy-color Facebook Copy-color Instagram-color Facebook Copy-color Instagram-color Facebook Copy-color Instagram-color,209,false,1,2,8,12,0,0,1,false,true,false,BlogPosting|ImageObject|Organization|Person|ProfessionalService|WebPage|WebSite,91,34,2,0.12,7,6,,22,2.81,5,false,ok
https://www.kaileeriches.com/blogs/what-age-should-newborn-photos-be-taken,kaileeriches.com,directory-listing,website,organic-site,organic,1505,What Age Should Newborn Photos be Taken? — Kailee Riches Photography,68,true,6,3,0,43,0,0,0,false,true,false,Article|ImageObject|LocalBusiness|Organization|WebSite,51,9,4,2.66,6,0,,16,23.92,2,false,ok
https://neyssalee.com/when-to-do-newborn-photos-what-you-need-to-know/,neyssalee.com,unknown,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
"https://marie-elizabethphotography.com/when-to-take-newborn-photos/#:~:text=Conclusion.%20In%20conclusion%2C%20the%20best%20time%20to,baby%20acne%20around%20the%20three%20week%20mark.",marie-elizabethphotography.com,blog-article,website,organic-site,organic,10485,When to Take Newborn Photos - Marie Elizabeth Photography,57,true,2,5,31,12,0,0,0,false,true,false,BlogPosting|GeoCoordinates|ImageObject|Organization|Person|Place|PostalAddress|WebPage|WebSite,31,24,12,1.14,3,3,,7,1.53,5,false,ok
https://www.kristenbrowningphoto.com/blog/when-should-you-schedule-your-newborn-session,kristenbrowningphoto.com,blog-article,website,organic-site,organic,2250,When should you schedule your newborn session?,46,true,1,8,3,21,0,0,0,false,true,false,Article|ImageObject|LocalBusiness|Organization|WebSite,44,11,2,0.89,8,1,,17,18.22,4,false,ok
https://debbiecambaphotography.com/best-time-to-book-newborn-photos-nj/,debbiecambaphotography.com,directory-listing,website,organic-site,organic,10901,Best Time to Take Newborn Photos And How to Choose What’s Right for Your Family Best Time to Take or Book Newborn Photos | NJ Lifestyle Photographer,148,true,1,16,12,15,1,5,0,true,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,34,30,10,0.92,6,5,,24,4.4,4,false,ok
https://kellylaramore.com/2022/02/best-time-to-do-newborn-photos/,kellylaramore.com,directory-listing,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
https://www.cristinmore.com/blog/when-should-we-take-newborn-photos,cristinmore.com,blog-article,website,organic-site,organic,1333,Photo Tips | When Should We Take Newborn Photos?,48,true,1,2,0,28,0,1,0,false,true,false,Article|ImageObject|LocalBusiness|Organization|WebSite,62,16,0,0.0,4,1,,10,17.25,3,false,ok
https://jcpportraits.com/photo_tips_ideas/what-age-is-best-to-photograph-a-newborn/,jcpportraits.com,unknown,website,organic-site,organic,,,,,,,,,,,,,,,,,,,,,,,,,,false,error: HTTPError
https://www.youtube.com/watch?t=3&v=aHoP-970Sfo,youtube.com,video,youtube,video,video,550,Why Baby Age Matters For Your Newborn Sessions!! - YouTube,58,true,0,0,0,0,0,0,0,false,false,false,,6,8,13,23.64,2,1,,2,12.73,1,false,ok
https://mabelandmoose.co.uk/best-age-to-take-baby-photos,mabelandmoose.co.uk,unknown,website,organic-site,organic,,,,,,,,,,,,,,,,,,,,,,,,,,false,error: HTTPError
https://www.youtube.com/watch?v=aHoP-970Sfo&t=3,youtube.com,video,youtube,video,video,550,Why Baby Age Matters For Your Newborn Sessions!! - YouTube,58,true,0,0,0,0,0,0,0,false,false,false,,6,8,13,23.64,2,1,,2,12.73,1,false,ok
https://lauramares.com/how-to-prepare-your-baby-for-their-first-photo-session/,lauramares.com,blog-article,website,organic-site,organic,3720,How to Prepare Your Baby for Their First Photo Session,54,true,1,10,8,12,0,12,1,false,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,3,73,7,1.88,6,12,,9,6.72,5,false,ok
"https://www.jessicadoffing.com/recent-work/how-do-i-choose-my-newborn-photographer2912019#:~:text=If%20your%20priority%20is%20simply,And%20finally%E2%80%A6",jessicadoffing.com,blog-article,website,organic-site,organic,1311,How to Choose a Newborn Photographer | Austin Newborn Photography — Jessica Doffing Photography,95,true,1,2,0,9,0,7,0,false,true,false,Article|ImageObject|LocalBusiness|Organization|WebSite,42,4,3,2.29,6,1,,7,16.78,7,false,ok
